Target,Level,Rule,Relation1,Identifier1
JAK1_PDC Cytoplasm,1,(IFNA/IFNAR_complex_PDC Cytoplasm|IFNG/IFNGR_complex_PDC Cytoplasm|IL7/IL7R_complex_PDC Cytoplasm|IL2/IL2R_complex_PDC Cytoplasm|IFNB/IFNAR_complex_PDC Cytoplasm|IL21/IL21R_complex_PDC Cytoplasm|IL15R_complex_PDC Cytoplasm|IL6/IL6R_complex_PDC Cytoplasm)&!SOCS1_PDC Cytoplasm&!PTPN6_PDC Cytoplasm&!SOCS2_PDC Cytoplasm&!SOCS3_PDC Cytoplasm&!CISH_PDC Cytoplasm,isDescribedBy,
STAT1/STAT2_complex_PDC Cytoplasm,1,STAT1_PDC Cytoplasm_3&STAT2_PDC Cytoplasm,isDescribedBy,
IL6/IL6R_complex_PDC Cytoplasm,1,IL6_Extracellular&IL6R_complex_PDC Cytoplasm,isDescribedBy,
MAP3K5_PDC Cytoplasm,1,DAXX_PDC Cytoplasm_1,isDescribedBy,
MDM2_PDC Cytoplasm,1,MDM2_rna_PDC Nucleus,isDescribedBy,
JAK2_PDC Cytoplasm,1,(IFNG/IFNGR_complex_PDC Cytoplasm|IL12/IL12R_complex_PDC Cytoplasm|IL6/IL6R_complex_PDC Cytoplasm)&!SOCS1_PDC Cytoplasm&!SOCS2_PDC Cytoplasm&!SOCS3_PDC Cytoplasm,isDescribedBy,
STAT1/STAT2/IRF9_complex_PDC Cytoplasm,1,IRF9_PDC Cytoplasm&STAT1/STAT2_complex_PDC Cytoplasm,isDescribedBy,
SRC_PDC Cytoplasm,1,GNAI_PDC Cytoplasm_1,isDescribedBy,
RSAD2_PDC Cytoplasm,1,RSAD2_rna_PDC Nucleus,isDescribedBy,
IFIT3_PDC Cytoplasm,1,IFIT3_rna_PDC Nucleus,isDescribedBy,
HLA-DQA1_PDC Cytoplasm,1,HLA-DQA1_rna_PDC Nucleus,isDescribedBy,
FCGR1BP_PDC Cytoplasm,1,FCGR1BP_rna_PDC Nucleus,isDescribedBy,
STAT1_PDC Cytoplasm_2,1,HDAC3_PDC Cytoplasm,isDescribedBy,
"TNFRSF10A,B_PDC Cytoplasm_1",1,TNFRSF10A_rna_PDC Nucleus,isDescribedBy,
OAS1_PDC Cytoplasm,1,OAS1_rna_PDC Nucleus,isDescribedBy,
IP6K2_PDC Cytoplasm,1,IP6K2_rna_PDC Nucleus,isDescribedBy,
C5AR1_PDC Cytoplasm,1,C5a,isDescribedBy,
IFITM3_PDC Cytoplasm,1,IFITM3_rna_PDC Nucleus,isDescribedBy,
ISG15_PDC Cytoplasm_1,1,(UBE2L6_PDC Cytoplasm|HERC5_PDC Cytoplasm)&ISG15_PDC Cytoplasm&!UBA7_PDC Cytoplasm,isDescribedBy,
STAT1_PDC Cytoplasm_3,1,(JAK1_PDC Cytoplasm|TYK2_PDC Cytoplasm)&STAT1_PDC Cytoplasm_2,isDescribedBy,
IFNA/IFNAR_complex_PDC Cytoplasm,1,IFNA_Extracellular&IFNAR_complex_PDC Cytoplasm,isDescribedBy,
TRIM34_PDC Cytoplasm,1,TRIM34_rna_PDC Nucleus,isDescribedBy,
IRF1_PDC Cytoplasm,1,IRF1_rna_PDC Nucleus,isDescribedBy,
"MAPK11,12,13,14_PDC Cytoplasm",1,(MAP2K6_PDC Cytoplasm_1|MAP2K3_PDC Cytoplasm_1|CpG_DNA/TLR9_complex_PDC Cytoplasm),isDescribedBy,
OAS2_PDC Cytoplasm,1,OAS2_rna_PDC Nucleus,isDescribedBy,
TRIM6_PDC Cytoplasm,1,TRIM6_rna_PDC Nucleus,isDescribedBy,
STAT3_PDC Cytoplasm,1,JAK2_PDC Cytoplasm,isDescribedBy,
TNF/TNFR1_complex_PDC Cytoplasm,1,TNF_Extracellular&TNFRSF1A_PDC Cytoplasm,isDescribedBy,
MT2A_PDC Cytoplasm,1,MT2A_rna_PDC Nucleus,isDescribedBy,
TLR8/ssRNA_complex_PDC Cytoplasm,1,ssRNA&TLR8_PDC Cytoplasm_1,isDescribedBy,
ADAR_PDC Cytoplasm,1,ADAR_rna_PDC Nucleus,isDescribedBy,
IFIH1_PDC Cytoplasm,1,(dsRNA_PDC Cytoplasm|TRIM25_PDC Cytoplasm)&!NLRC5_PDC Cytoplasm&!UBE2L6_PDC Cytoplasm,isDescribedBy,
SHISA5_PDC Cytoplasm,1,SHISA5_rna_PDC Nucleus,isDescribedBy,
HLA-DRB4_PDC Cytoplasm,1,HLA-DRB4_rna_PDC Nucleus,isDescribedBy,
GBP4_PDC Cytoplasm,1,GBP4_rna_PDC Nucleus,isDescribedBy,
IFNG/IFNGR_complex_PDC Cytoplasm,1,IFNG_Extracellular&IFNGR_complex_PDC Cytoplasm,isDescribedBy,
"CD80,86_PDC Cytoplasm",1,"CD80,86_rna_PDC Nucleus",isDescribedBy,
PSME2_PDC Cytoplasm,1,PSME2_rna_PDC Nucleus,isDescribedBy,
MAX_PDC Cytoplasm,1,"MAPK11,12,13,14_PDC Cytoplasm",isDescribedBy,
IFNB/IFNAR_complex_PDC Cytoplasm,1,IFNB1_Extracellular&IFNAR_complex_PDC Cytoplasm,isDescribedBy,
CHUK/CHUK_complex_PDC Cytoplasm,1,MAP3K14_PDC Cytoplasm_1,isDescribedBy,
GBP5_rna_PDC Nucleus,1,STAT1_space_homodimer_PDC Nucleus,isDescribedBy,
STAT1_space_homodimer_PDC Nucleus,1,STAT1_PDC Cytoplasm_3,isDescribedBy,
ISG15_rna_PDC Nucleus,1,STAT1/STAT2/IRF9_complex_PDC Nucleus,isDescribedBy,
IRF5_rna_PDC Nucleus,1,(STAT1_space_homodimer_PDC Nucleus|STAT1/STAT2/IRF9_complex_PDC Nucleus),isDescribedBy,
GBP4_rna_PDC Nucleus,1,STAT1_space_homodimer_PDC Nucleus,isDescribedBy,
RPLP0_rna_PDC Nucleus,1,STAT4_space_homodimer_PDC Nucleus,isDescribedBy,
CXCL10_rna_PDC Nucleus,1,(STAT1/STAT2/IRF9_complex_PDC Nucleus|STAT1_space_homodimer_PDC Nucleus),isDescribedBy,
IFI6_rna_PDC Nucleus,1,STAT1/STAT2/IRF9_complex_PDC Nucleus,isDescribedBy,
SP100_PDC Nucleus,1,SP100_rna_PDC Nucleus,isDescribedBy,
GBP2_rna_PDC Nucleus,1,(STAT1/STAT2/IRF9_complex_PDC Nucleus|STAT1_space_homodimer_PDC Nucleus),isDescribedBy,
IRF7_PDC Nucleus,1,IRF7_PDC Cytoplasm&IKBKE/TBK1_complex_PDC Cytoplasm,isDescribedBy,
TNFRSF10A_rna_PDC Nucleus,1,TP53_PDC Nucleus,isDescribedBy,
SOCS3_rna_PDC Nucleus,1,STAT1/STAT2/IRF9_complex_PDC Nucleus,isDescribedBy,
TRIM34_rna_PDC Nucleus,1,STAT1_space_homodimer_PDC Nucleus,isDescribedBy,
IFIT5_rna_PDC Nucleus,1,STAT1/STAT2/IRF9_complex_PDC Nucleus,isDescribedBy,
TRIM25_rna_PDC Nucleus,1,STAT1_space_homodimer_PDC Nucleus,isDescribedBy,
IFI35_rna_PDC Nucleus,1,STAT1/STAT2/IRF9_complex_PDC Nucleus,isDescribedBy,
PML_rna_PDC Nucleus,1,STAT1_space_homodimer_PDC Nucleus,isDescribedBy,
MT2A_rna_PDC Nucleus,1,STAT1_space_homodimer_PDC Nucleus,isDescribedBy,
GBP1_rna_PDC Nucleus,1,STAT1_space_homodimer_PDC Nucleus,isDescribedBy,
RIPK1_rna_PDC Nucleus,1,STAT1/STAT2/IRF9_complex_PDC Nucleus,isDescribedBy,
IFI30_rna_PDC Nucleus,1,STAT1_space_homodimer_PDC Nucleus,isDescribedBy,
IFI27_rna_PDC Nucleus,1,STAT1/STAT2/IRF9_complex_PDC Nucleus,isDescribedBy,
HLA-DQA2_rna_PDC Nucleus,1,STAT1_space_homodimer_PDC Nucleus,isDescribedBy,
PTPN2_PDC Nucleus,1,PTPN2_PDC Cytoplasm,isDescribedBy,
IRF9_rna_PDC Nucleus,1,(STAT1_space_homodimer_PDC Nucleus|STAT1/STAT2/IRF9_complex_PDC Nucleus),isDescribedBy,
CXCL9_rna_PDC Nucleus,1,STAT1/STAT2/IRF9_complex_PDC Nucleus,isDescribedBy,
CDKN1A_rna_PDC Nucleus,1,TP53_PDC Nucleus,isDescribedBy,
NCAM1_rna_PDC Nucleus,1,STAT1_space_homodimer_PDC Nucleus,isDescribedBy,
TRIM22_rna_PDC Nucleus,1,STAT1_space_homodimer_PDC Nucleus,isDescribedBy,
RRM2_rna_PDC Nucleus,1,TP53_PDC Nucleus,isDescribedBy,
TRIM14_rna_PDC Nucleus,1,STAT1_space_homodimer_PDC Nucleus,isDescribedBy,
HLA-DRA_rna_PDC Nucleus,1,STAT1_space_homodimer_PDC Nucleus,isDescribedBy,
"CD80,86_rna_PDC Nucleus",1,IRF3_PDC Nucleus,isDescribedBy,
SMAD2/SMAD3/SMAD4_complex_PDC Nucleus,1,SMAD2/SMAD3_complex_PDC Cytoplasm&SMAD4_PDC Cytoplasm,isDescribedBy,
CCL3_rna,1,IRF5_PDC Nucleus,isDescribedBy,
IRF7_rna,1,(STAT1_space_homodimer_PDC Nucleus|STAT1/STAT2/IRF9_complex_PDC Nucleus),isDescribedBy,
TRIM6_rna_PDC Nucleus,1,STAT1_space_homodimer_PDC Nucleus,isDescribedBy,
TRIM5_rna_PDC Nucleus,1,STAT1_space_homodimer_PDC Nucleus,isDescribedBy,
ETS1_PDC Nucleus,1,ETS1_rna_PDC Nucleus,isDescribedBy,
GBP3_rna_PDC Nucleus,1,STAT1_space_homodimer_PDC Nucleus,isDescribedBy,
MX2_rna_PDC Nucleus,1,STAT1/STAT2/IRF9_complex_PDC Nucleus,isDescribedBy,
GBP6_rna_PDC Nucleus,1,STAT1_space_homodimer_PDC Nucleus,isDescribedBy,
SESN1_rna_PDC Nucleus,1,TP53_PDC Nucleus,isDescribedBy,
IRF3_PDC Nucleus,1,IKBKE/TBK1_complex_PDC Cytoplasm,isDescribedBy,
HLA-A_rna_PDC Nucleus,1,(STAT1/STAT2/IRF9_complex_PDC Nucleus|STAT1_space_homodimer_PDC Nucleus),isDescribedBy,
FAS_rna_PDC Nucleus,1,TP53_PDC Nucleus,isDescribedBy,
OASL_rna_PDC Nucleus,1,(STAT1/STAT2/IRF9_complex_PDC Nucleus|STAT1_space_homodimer_PDC Nucleus),isDescribedBy,
IFIT3_rna_PDC Nucleus,1,STAT1/STAT2/IRF9_complex_PDC Nucleus,isDescribedBy,
HLA-B_rna_PDC Nucleus,1,(STAT1/STAT2/IRF9_complex_PDC Nucleus|STAT1_space_homodimer_PDC Nucleus),isDescribedBy,
LMNB1_rna_PDC Nucleus,1,STAT4_space_homodimer_PDC Nucleus,isDescribedBy,
HLA-H_rna_PDC Nucleus,1,(STAT1/STAT2/IRF9_complex_PDC Nucleus|STAT1_space_homodimer_PDC Nucleus),isDescribedBy,
BST2_rna_PDC Nucleus,1,STAT1/STAT2/IRF9_complex_PDC Nucleus,isDescribedBy,
IL1R1_rna_PDC Nucleus,1,(TLR7/ssRNA_complex_PDC Cytoplasm|CpG_DNA/TLR9_complex_PDC Cytoplasm),isDescribedBy,
MX1_rna_PDC Nucleus,1,STAT1/STAT2/IRF9_complex_PDC Nucleus,isDescribedBy,
OAS1_rna_PDC Nucleus,1,(STAT1/STAT2/IRF9_complex_PDC Nucleus|STAT1_space_homodimer_PDC Nucleus),isDescribedBy,
ARF1_rna_PDC Nucleus,1,STAT4_space_homodimer_PDC Nucleus,isDescribedBy,
RSAD2_rna_PDC Nucleus,1,(STAT1/STAT2/IRF9_complex_PDC Nucleus|CD40LG/CD40_complex_PDC Cytoplasm|TLR3/dsRNA/PolyIC_complex_PDC Cytoplasm|TLR7/ssRNA_complex_PDC Cytoplasm|PRMT5_PDC Cytoplasm),isDescribedBy,
OAS3_rna_PDC Nucleus,1,(STAT1/STAT2/IRF9_complex_PDC Nucleus|STAT1_space_homodimer_PDC Nucleus),isDescribedBy,
MDM2_rna_PDC Nucleus,1,TP53_PDC Nucleus,isDescribedBy,
IP6K2_rna_PDC Nucleus,1,STAT1/STAT2/IRF9_complex_PDC Nucleus,isDescribedBy,
IFITM1_rna_PDC Nucleus,1,STAT1/STAT2/IRF9_complex_PDC Nucleus,isDescribedBy,
IFIT2_rna_PDC Nucleus,1,STAT1/STAT2/IRF9_complex_PDC Nucleus,isDescribedBy,
OAS2_rna_PDC Nucleus,1,(STAT1/STAT2/IRF9_complex_PDC Nucleus|STAT1_space_homodimer_PDC Nucleus),isDescribedBy,
IFITM2_rna_PDC Nucleus,1,STAT1/STAT2/IRF9_complex_PDC Nucleus,isDescribedBy,
SHISA5_rna_PDC Nucleus,1,TP53_PDC Nucleus,isDescribedBy,
XAF1_rna_PDC Nucleus,1,STAT1/STAT2/IRF9_complex_PDC Nucleus,isDescribedBy,
HLA-DQA1_rna_PDC Nucleus,1,STAT1_space_homodimer_PDC Nucleus,isDescribedBy,
EIF2AK2_rna_PDC Nucleus,1,STAT1/STAT2/IRF9_complex_PDC Nucleus,isDescribedBy,
IFIT1_rna_PDC Nucleus,1,STAT1/STAT2/IRF9_complex_PDC Nucleus,isDescribedBy,
FCGR1BP_rna_PDC Nucleus,1,STAT1_space_homodimer_PDC Nucleus,isDescribedBy,
LAMP3_rna_PDC Nucleus,1,STAT1/STAT2/IRF9_complex_PDC Nucleus,isDescribedBy,
HLA-DRB4_rna_PDC Nucleus,1,STAT1_space_homodimer_PDC Nucleus,isDescribedBy,
HNRNPA2B1_rna_PDC Nucleus,1,STAT4_space_homodimer_PDC Nucleus,isDescribedBy,
SP100_rna_PDC Nucleus,1,STAT1_space_homodimer_PDC Nucleus,isDescribedBy,
ADAR_rna_PDC Nucleus,1,STAT1/STAT2/IRF9_complex_PDC Nucleus,isDescribedBy,
IRF1_PDC Nucleus,1,IRF1_PDC Cytoplasm,isDescribedBy,
STAT1/STAT2/IRF9_complex_PDC Nucleus,1,STAT1/STAT2/IRF9_complex_PDC Cytoplasm&KPNB1_PDC Cytoplasm,isDescribedBy,
STAT1_space_homodimer_PDC Nucleus_1,1,STAT1_space_homodimer_PDC Nucleus&PTPN2_PDC Nucleus,isDescribedBy,
ETS1_rna_PDC Nucleus,1,SP100_PDC Nucleus,isDescribedBy,
IFITM3_rna_PDC Nucleus,1,STAT1/STAT2/IRF9_complex_PDC Nucleus,isDescribedBy,
CSF2_rna_PDC Nucleus,1,AP1_complex_PDC Nucleus,isDescribedBy,
PSME2_rna_PDC Nucleus,1,STAT4_space_homodimer_PDC Nucleus,isDescribedBy,
ISG20_rna_PDC Nucleus,1,STAT1/STAT2/IRF9_complex_PDC Nucleus,isDescribedBy,
HLA-C_rna_PDC Nucleus,1,(STAT1/STAT2/IRF9_complex_PDC Nucleus|STAT1_space_homodimer_PDC Nucleus),isDescribedBy,
IRF1_rna_PDC Nucleus,1,(STAT1_space_homodimer_PDC Nucleus|STAT1/STAT2/IRF9_complex_PDC Nucleus),isDescribedBy,
CCL19_rna,1,NFKB2/RELB_complex_PDC Nucleus,isDescribedBy,
IKBIP_rna_PDC Nucleus,1,TP53_PDC Nucleus,isDescribedBy,
TRIM21_rna_PDC Nucleus,1,(STAT1_space_homodimer_PDC Nucleus|TLR3/dsRNA/PolyIC_complex_PDC Cytoplasm),isDescribedBy,
RAC1_PLASMA Cytoplasm,1,Allergen/IgE/FCERI_complex_PLASMA Cytoplasm,isDescribedBy,
NFKBIA_PLASMA Cytoplasm,1,NFKBIA_rna_PLASMA Nucleus,isDescribedBy,
dsRNA_PLASMA Cytoplasm,1,dsRNA/polyIC,isDescribedBy,
XIAP_PLASMA Cytoplasm,1,XIAP_PLASMA Cytoplasm_1&!XAF1_PLASMA Cytoplasm,isDescribedBy,
AKT_PLASMA Cytoplasm,1,"PI(3,4,5)P3_PLASMA Cytoplasm&!PPP2R1A_PLASMA Cytoplasm_1",isDescribedBy,
Allergen/IgE/FCERI_complex_PLASMA Cytoplasm,1,Allergen&IgE/FCERI_complex_PLASMA Cytoplasm,isDescribedBy,
TRIM14_PLASMA Cytoplasm,1,TRIM14_rna_PLASMA Nucleus,isDescribedBy,
OAS3_PLASMA Cytoplasm,1,OAS3_rna_PLASMA Nucleus,isDescribedBy,
IFI30_PLASMA Cytoplasm,1,IFI30_rna_PLASMA Nucleus,isDescribedBy,
HLA-H_PLASMA Cytoplasm,1,HLA-H_rna_PLASMA Nucleus,isDescribedBy,
HLA-B_PLASMA Cytoplasm,1,HLA-B_rna_PLASMA Nucleus,isDescribedBy,
GLUT1_PLASMA Cytoplasm,1,GLUT1_rna_PLASMA Nucleus,isDescribedBy,
BST2_PLASMA Cytoplasm,1,BST2_rna_PLASMA Nucleus,isDescribedBy,
TNFAIP3_PLASMA Cytoplasm,1,TNFAIP3_rna_PLASMA Nucleus,isDescribedBy,
BAFF-APRIL/BCMA_complex,1,(TNFSF13&TNFRSF17_PLASMA Cytoplasm_1|TNFSF13B_Extracellular&TNFRSF17_PLASMA Cytoplasm_1),isDescribedBy,
TNFRSF17_PLASMA Cytoplasm,1,(TNFSF13|TNFSF13B_Secreted|TNFSF13B_Secreted|TNFSF13),isDescribedBy,
XAF1_PLASMA Cytoplasm,1,XAF1_rna_PLASMA Nucleus,isDescribedBy,
TYK2_PLASMA Cytoplasm,1,(IFNA/IFNAR_complex_PLASMA Cytoplasm|IFNB/IFNAR_complex_PLASMA Cytoplasm|IL12/IL12R_complex_PLASMA Cytoplasm)&!SOCS1_PLASMA Cytoplasm&!SOCS2_PLASMA Cytoplasm&!SOCS3_PLASMA Cytoplasm,isDescribedBy,
SOCS1_PLASMA Cytoplasm,1,SOCS2_rna_PLASMA Nucleus,isDescribedBy,
GBP1_PLASMA Cytoplasm,1,GBP1_rna_PLASMA Nucleus,isDescribedBy,
IL6R_complex_PLASMA Cytoplasm,1,(IL6_Extracellular|IL6_Extracellular|IL6_Extracellular|IL6_Extracellular),isDescribedBy,
IL6ST_PLASMA Cytoplasm,1,(IL6_Extracellular|IL6_Extracellular|IL6_Extracellular|IL6_Extracellular),isDescribedBy,
CXCL12/CXCR4_complex_PLASMA Cytoplasm,1,CXCL12_Extracellular&CXCR4_PLASMA Cytoplasm_1,isDescribedBy,
CXCR4_PLASMA Cytoplasm,1,CXCL12_Extracellular,isDescribedBy,
TRIM22_PLASMA Cytoplasm,1,TRIM22_rna_PLASMA Nucleus,isDescribedBy,
SOCS3_PLASMA Cytoplasm,1,SOCS3_rna_PLASMA Nucleus,isDescribedBy,
IRF1_PLASMA Cytoplasm,1,IRF1_PLASMA Cytoplasm_1,isDescribedBy,
IL2RG_PLASMA Cytoplasm,1,(IL2_Secreted|IL2_Secreted|IL2_Secreted),isDescribedBy,
IFI27_PLASMA Cytoplasm,1,IFI27_rna_PLASMA Nucleus,isDescribedBy,
IRF9_PLASMA Cytoplasm,1,IRF9_rna_PLASMA Nucleus,isDescribedBy,
ca2_ion_PLASMA Cytoplasm,1,PIP3/IP3R_complex_PLASMA EndoplasmicReticulum,isDescribedBy,
EIF2AK2_PLASMA Cytoplasm,1,EIF2AK2_rna_PLASMA Nucleus,isDescribedBy,
TRIM25_PLASMA Cytoplasm,1,TRIM25_rna_PLASMA Nucleus,isDescribedBy,
SMAD2/SMAD3_complex_PLASMA Cytoplasm,1,TGF/TGFBR1_complex_PLASMA Cytoplasm,isDescribedBy,
Calmodulin/Ca2+_complex_PLASMA Cytoplasm,1,CALM1_PLASMA Cytoplasm_1&ca2_ion_PLASMA Cytoplasm&!CAMKMT_PLASMA Cytoplasm,isDescribedBy,
IFITM1_PLASMA Cytoplasm,1,IFITM1_rna_PLASMA Nucleus,isDescribedBy,
MX2_PLASMA Cytoplasm,1,MX2_rna_PLASMA Nucleus,isDescribedBy,
TNF/TNFR2_complex_PLASMA Cytoplasm,1,TNF_Extracellular&TNFRSF1B_PLASMA Cytoplasm_2,isDescribedBy,
PRKC_PLASMA Cytoplasm,1,DAG_PLASMA Cytoplasm,isDescribedBy,
SYK_PLASMA Cytoplasm,1,(LYN_PLASMA Cytoplasm|Ag/IgG/FCGR1A_complex_PLASMA Cytoplasm|Ag/IgG/FCGR2A_complex_PLASMA Cytoplasm|Ag/IgG/FCGR3A_complex_PLASMA Cytoplasm)&!PTPN6_PLASMA Cytoplasm&!MHC1/B2M/LILR_complex_PLASMA Cytoplasm,isDescribedBy,
STAT2_PLASMA Cytoplasm,1,TYK2_PLASMA Cytoplasm,isDescribedBy,
GBP3_PLASMA Cytoplasm,1,GBP3_rna_PLASMA Nucleus,isDescribedBy,
IFI35_PLASMA Cytoplasm,1,IFI35_rna_PLASMA Nucleus,isDescribedBy,
RIPK1/TRAF2/TRAF5_complex_PLASMA Cytoplasm,1,TRADD_PLASMA Cytoplasm,isDescribedBy,
sialic_acid/CD22_complex_PLASMA Cytoplasm,1,sialic_acid&CD22_PLASMA Cytoplasm,isDescribedBy,
GBP2_PLASMA Cytoplasm,1,GBP2_rna_PLASMA Nucleus,isDescribedBy,
DAG_PLASMA Cytoplasm,1,"(PLCG_PLASMA Cytoplasm_1|PLCB_PLASMA Cytoplasm_1|PI3K_PLASMA Cytoplasm_1)&PI(4,5)P2_PLASMA Cytoplasm&!PTEN_PLASMA Cytoplasm",isDescribedBy,
IKBIP_PLASMA Cytoplasm,1,IKBIP_rna_PLASMA Nucleus,isDescribedBy,
CHUK/IKBKB/IKBKG_complex_PLASMA Cytoplasm,1,(MAP3K7_PLASMA Cytoplasm|EDARADD_PLASMA Cytoplasm|LTA/TNFR2_complex_PLASMA Cytoplasm|AKT_PLASMA Cytoplasm|RIPK1/TRAF2/TRAF5_complex_PLASMA Cytoplasm|CARD11/BCL10/MALT1_complex_PLASMA Cytoplasm|GBP1_PLASMA Cytoplasm|GBP5_PLASMA Cytoplasm|VEGFA/VEGFR2_complex_PLASMA Cytoplasm|BAFF/BAFFR_complex_PLASMA Cytoplasm|TRAF6_PLASMA Cytoplasm|RSAD2_PLASMA Cytoplasm)&!NLRC5_PLASMA Cytoplasm&!NLRX1_PLASMA Cytoplasm&!USP18_PLASMA Cytoplasm&!IKBIP_PLASMA Cytoplasm,isDescribedBy,
TAB1/TAB2/TAB3_complex_PLASMA Cytoplasm,1,(TRAF6_PLASMA Cytoplasm|RIPK1/TRAF2/TRAF5_complex_PLASMA Cytoplasm),isDescribedBy,
PIP3/IP3R_complex_PLASMA EndoplasmicReticulum,1,"PI(3,4,5)P3_PLASMA Cytoplasm&ITPR3_PLASMA EndoplasmicReticulum",isDescribedBy,
LTA/TNFR2_complex_PLASMA Cytoplasm,1,LTA&TNFRSF1B_PLASMA Cytoplasm_2,isDescribedBy,
CARD11/BCL10/MALT1_complex_PLASMA Cytoplasm,1,PRKC_PLASMA Cytoplasm,isDescribedBy,
OASL_PLASMA Cytoplasm,1,OASL_rna_PLASMA Nucleus,isDescribedBy,
HLA-DRA_PLASMA Cytoplasm,1,HLA-DRA_rna_PLASMA Nucleus,isDescribedBy,
MAP2K7_PLASMA Cytoplasm,1,(MAP3K1_PLASMA Cytoplasm|MAP3K7_PLASMA Cytoplasm),isDescribedBy,
XIAP_PLASMA Cytoplasm_1,1,XIAP_rna_PLASMA Nucleus,isDescribedBy,
GBP5_PLASMA Cytoplasm,1,GBP5_rna_PLASMA Nucleus,isDescribedBy,
JAK3_PLASMA Cytoplasm,1,(IL7/IL7R_complex_PLASMA Cytoplasm|IL2/IL2R_complex_PLASMA Cytoplasm|IL21/IL21R_complex_PLASMA Cytoplasm|IL15R_complex_PLASMA Cytoplasm)&!PTK2B_PLASMA Cytoplasm&!SOCS2_PLASMA Cytoplasm&!SOCS1_PLASMA Cytoplasm&!SOCS3_PLASMA Cytoplasm,isDescribedBy,
NCAM1_PLASMA Cytoplasm,1,NCAM1_rna_PLASMA Nucleus,isDescribedBy,
EIF2AK2_space_homodimer_PLASMA Cytoplasm,1,(TARBP2_PLASMA Cytoplasm|ADAR1_space_homodimer_PLASMA Cytoplasm|ISG15_PLASMA Cytoplasm_1|LPS/CD14/TL4/LY96_complex_PLASMA Cytoplasm)&EIF2AK2_PLASMA Cytoplasm,isDescribedBy,
TGF/TGFBR1_complex_PLASMA Cytoplasm,1,TGFB1&TGFBR1_PLASMA Cytoplasm_1,isDescribedBy,
TGFBR1_PLASMA Cytoplasm,1,(TGFB1|TGFB1|TGFB1),isDescribedBy,
IRF5_PLASMA Cytoplasm,1,IRF5_rna_PLASMA Nucleus,isDescribedBy,
RRAS_PLASMA Cytoplasm,1,SOS2_PLASMA Cytoplasm_1,isDescribedBy,
PML_PLASMA Cytoplasm,1,PML_rna_PLASMA Nucleus,isDescribedBy,
TRAF6_PLASMA Cytoplasm,1,"(IRAK4/IRAK1,2/IRAKM_complex_PLASMA Cytoplasm|TLR3/dsRNA/PolyIC_complex_PLASMA Cytoplasm|TICAM1_PLASMA Cytoplasm|CD40LG/CD40_complex_PLASMA Cytoplasm)&!TNFAIP3_PLASMA Cytoplasm",isDescribedBy,
RAF_PLASMA Cytoplasm,1,RRAS_PLASMA Cytoplasm,isDescribedBy,
CASP8_PLASMA Cytoplasm,1,FADD_PLASMA Cytoplasm_1&!CFLAR_PLASMA Cytoplasm,isDescribedBy,
PTPN2_PLASMA Cytoplasm_1,1,PTPN2_PLASMA Cytoplasm&EIF2AK2_space_homodimer_PLASMA Cytoplasm,isDescribedBy,
RIPK1_PLASMA Cytoplasm_1,1,RIPK1_rna_PLASMA Nucleus,isDescribedBy,
FAS_PLASMA Cytoplasm_1,1,FAS_rna_PLASMA Nucleus,isDescribedBy,
ADAR1_space_homodimer_PLASMA Cytoplasm,1,ADAR_PLASMA Cytoplasm,isDescribedBy,
ISG20_PLASMA Cytoplasm,1,ISG20_rna_PLASMA Nucleus,isDescribedBy,
BAD_PLASMA Cytoplasm,1,"MAPK8,9,10_PLASMA Cytoplasm&!AKT_PLASMA Cytoplasm",isDescribedBy,
IFI6_PLASMA Cytoplasm,1,IFI6_rna_PLASMA Nucleus,isDescribedBy,
EIF2AK2_space_homodimer_PLASMA Cytoplasm_1,1,EIF2AK2_space_homodimer_PLASMA Cytoplasm,isDescribedBy,
MAPK3_PLASMA Cytoplasm,1,(MAP2K1_PLASMA Cytoplasm|MHC1/B2M/LILR_complex_PLASMA Cytoplasm)&!DUSP5_PLASMA Cytoplasm&!DUSP6_PLASMA Cytoplasm,isDescribedBy,
SOCS2_PLASMA Cytoplasm,1,SOCS1_rna_PLASMA Nucleus,isDescribedBy,
IFITM2_PLASMA Cytoplasm,1,IFITM2_rna_PLASMA Nucleus,isDescribedBy,
IFIT5_PLASMA Cytoplasm,1,IFIT5_rna_PLASMA Nucleus,isDescribedBy,
CASP7_PLASMA Cytoplasm,1,CASP8_PLASMA Cytoplasm&!XIAP_PLASMA Cytoplasm&!BIRC2_PLASMA Cytoplasm_1,isDescribedBy,
ISG15_PLASMA Cytoplasm,1,ISG15_rna_PLASMA Nucleus,isDescribedBy,
RCAN_PLASMA Cytoplasm,1,Calmodulin/Ca2+_complex_PLASMA Cytoplasm,isDescribedBy,
RIPK3_PLASMA Cytoplasm,1,!TNFAIP3_PLASMA Cytoplasm&!RIPK1_PLASMA Cytoplasm_3,isDescribedBy,
IFIT2_PLASMA Cytoplasm,1,IFIT2_rna_PLASMA Nucleus,isDescribedBy,
TRAF3_PLASMA Cytoplasm_1,1,(TICAM1_PLASMA Cytoplasm|MAVS_PLASMA Cytoplasm_1),isDescribedBy,
HLA-A_PLASMA Cytoplasm,1,HLA-A_rna_PLASMA Nucleus,isDescribedBy,
MAP2K3_PLASMA Cytoplasm,1,(MAP3K5_PLASMA Cytoplasm|MAP3K7_PLASMA Cytoplasm),isDescribedBy,
CCR9_PLASMA Cytoplasm,1,CCL25,isDescribedBy,
